Date,Label,TopIdx,headline,llm_label,llm_score,llm_rationale
2016-06-29,1,24,BBC News: Labour MPs pass Corbyn no-confidence motion,Neutral,0.0,(no rationale returned)
2016-06-29,1,25,Tiny New Zealand town with 'too many jobs' launches drive to recruit outsiders,Neutral,0.0,(no rationale returned)
2016-06-30,1,1,Jamaica proposes marijuana dispensers for tourists at airports following legalisation: The kiosks and desks would give people a license to purchase up to 2 ounces of the drug to use during their stay,Neutral,0.0,(no rationale returned)
2016-06-30,1,2,Stephen Hawking says pollution and 'stupidity' still biggest threats to mankind: we have certainly not become less greedy or less stupid in our treatment of the environment over the past decade,Neutral,0.0,(no rationale returned)
2016-06-30,1,3,Boris Johnson says he will not run for Tory party leadership,Neutral,0.0,(no rationale returned)
2016-06-30,1,4,Six gay men in Ivory Coast were abused and forced to flee their homes after they were pictured signing a condolence book for victims of the recent attack on a gay nightclub in Florida,Neutral,0.0,(no rationale returned)
2016-06-30,1,5,Switzerland denies citizenship to Muslim immigrant girls who refused to swim with boys: report,Neutral,0.0,(no rationale returned)
2016-06-30,1,6,Palestinian terrorist stabs israeli teen girl to death in her bedroom,Neutral,0.0,(no rationale returned)
2016-06-30,1,7,Puerto Rico will default on $1 billion of debt on Friday,Neutral,0.0,(no rationale returned)
2016-06-30,1,8,Republic of Ireland fans to be awarded medal for sportsmanship by Paris mayor.,Neutral,0.0,(no rationale returned)
2016-06-30,1,9,Afghan suicide bomber 'kills up to 40' - BBC News,Neutral,0.0,(no rationale returned)
2016-06-30,1,10,"US airstrikes kill at least 250 ISIS fighters in convoy outside Fallujah, official says",Neutral,0.0,(no rationale returned)
2016-06-30,1,11,Turkish Cop Who Took Down Istanbul Gunman Hailed a Hero,Neutral,0.0,(no rationale returned)
2016-06-30,1,12,"Cannabis compounds could treat Alzheimer's by removing plaque-forming proteins from brain cells, research suggests",Neutral,0.0,(no rationale returned)
2016-06-30,1,13,"Japan's top court has approved blanket surveillance of the country's Muslims: 'They made us terrorist suspects, we never did anything wrong,' says Japanese Muslim, Mohammed Fujita",Neutral,0.0,(no rationale returned)
2016-06-30,1,14,CIA Gave Romania Millions to Host Secret Prisons,Neutral,0.0,(no rationale returned)
2016-06-30,1,15,Groups urge U.N. to suspend Saudi Arabia from rights council,Neutral,0.0,(no rationale returned)
2016-06-30,1,16,Googles free wifi at Indian railway stations is better than most of the countrys paid services,Neutral,0.0,(no rationale returned)
2016-06-30,1,17,"Mounting evidence suggests 'hobbits' were wiped out by modern humans' ancestors 50,000 years ago.",Neutral,0.0,(no rationale returned)
2016-06-30,1,18,"The men who carried out Tuesday's terror attack at Istanbul's Ataturk Airport were from Russia, Uzbekistan and Kyrgyzstan, a Turkish offical said.",Neutral,0.0,(no rationale returned)
2016-06-30,1,19,Calls to suspend Saudi Arabia from UN Human Rights Council because of military aggresion in Yemen,Neutral,0.0,(no rationale returned)
2016-06-30,1,20,More Than 100 Nobel Laureates Call Out Greenpeace For Anti-GMO Obstruction In Developing World,Neutral,0.0,(no rationale returned)
2016-06-30,1,21,"British pedophile sentenced to 85 years in US for trafficking child abuse images: Domminich Shaw, a kingpin of sexual violence against children, sent dozens of images online and discussed plans to assault and kill a child while on probation",Neutral,0.0,(no rationale returned)
2016-06-30,1,22,"US permitted 1,200 offshore fracks in Gulf of Mexico between 2010 and 2014 and allowed 72 billion gallons of chemical discharge in 2014.",Neutral,0.0,(no rationale returned)
2016-06-30,1,23,We will be swimming in ridicule - French beach police to carry guns while in swimming trunks: Police lifeguards on Frances busiest beaches will carry guns and bullet-proof vests for the first time this summer amid fears that terrorists could target holidaymakers.,Neutral,0.0,(no rationale returned)
2016-06-30,1,24,UEFA says no minutes of silence for Istanbul victims at Euro 2016 because 'Turkey have already been eliminated',Neutral,0.0,(no rationale returned)
2016-06-30,1,25,Law Enforcement Sources: Gun Used in Paris Terrorist Attacks Came from Phoenix,Neutral,0.0,(no rationale returned)
2016-07-01,1,1,"A 117-year-old woman in Mexico City finally received her birth certificate, and died a few hours later. Trinidad Alvarez Lira had waited years for proof that she had been born in 1898.",Neutral,0.0,(no rationale returned)
2016-07-01,1,2,IMF chief backs Athens as permanent Olympic host,Neutral,0.0,(no rationale returned)
2016-07-01,1,3,"The president of France says if Brexit won, so can Donald Trump",Neutral,0.0,(no rationale returned)
2016-07-01,1,4,British Man Who Must Give Police 24 Hours' Notice of Sex Threatens Hunger Strike: The man is the subject of a sexual risk order despite having never been convicted of a crime.,Neutral,0.0,(no rationale returned)
2016-07-01,1,5,100+ Nobel laureates urge Greenpeace to stop opposing GMOs,Neutral,0.0,(no rationale returned)
2016-07-01,1,6,Brazil: Huge spike in number of police killings in Rio ahead of Olympics,Neutral,0.0,(no rationale returned)
2016-07-01,1,7,Austria's highest court annuls presidential election narrowly lost by right-wing candidate.,Neutral,0.0,(no rationale returned)
2016-07-01,1,8,"Facebook wins privacy case, can track any Belgian it wants: Doesn't matter if Internet users are logged into Facebook or not",Neutral,0.0,(no rationale returned)
2016-07-01,1,9,"Switzerland denies Muslim girls citizenship after they refuse to swim with boys at school: The 12- and 14-year-old will no longer be considered for naturalised citizenship because they have not complied with the school curriculum, authorities in Basel said",Neutral,0.0,(no rationale returned)
2016-07-01,1,10,"China kills millions of innocent meditators for their organs, report finds",Neutral,0.0,(no rationale returned)
2016-07-01,1,11,"France Cracks Down on Factory Farms - A viral video campaign has moved the govt to act. In footage shared widely online, animals writhe in pain as they bleed to death or are dismembered, in violation of rules requiring they be rendered unconscious before slaughter.",Neutral,0.0,(no rationale returned)
2016-07-01,1,12,Abbas PLO Faction Calls Killer of 13-Year-Old American-Israeli Girl a Martyr,Neutral,0.0,(no rationale returned)
2016-07-01,1,13,Taiwanese warship accidentally fires missile towards China,Neutral,0.0,(no rationale returned)
2016-07-01,1,14,"Iran celebrates American Human Rights Week, mocks U.S. rights record",Neutral,0.0,(no rationale returned)
2016-07-01,1,15,U.N. panel moves to curb bias against L.G.B.T. people despite fierce resistance from Muslim and African countries.,Neutral,0.0,(no rationale returned)
2016-07-01,1,16,"The United States has placed Myanmar, Uzbekistan, Sudan and Haiti on its list of worst human trafficking offenders.",Neutral,0.0,(no rationale returned)
2016-07-01,1,17,S&amp;P revises European Union credit rating to 'AA' from 'AA+',Neutral,0.0,(no rationale returned)
2016-07-01,1,18,India gets $1 billion loan from World Bank for solar mission,Neutral,0.0,(no rationale returned)
2016-07-01,1,19,U.S. sailors detained by Iran spoke too much under interrogation: Navy,Neutral,0.0,(no rationale returned)
2016-07-01,1,20,Mass fish kill in Vietnam solved as Taiwan steelmaker accepts responsibility for pollution,Neutral,0.0,(no rationale returned)
2016-07-01,1,21,"Philippines president Rodrigo Duterte urges people to kill drug addicts | Duterte, 71, won power in a landslide after a campaign dominated by threats to kill tens of thousands in a war on crime",Neutral,0.0,(no rationale returned)
2016-07-01,1,22,Spain arrests three Pakistanis accused of promoting militancy,Neutral,0.0,(no rationale returned)
2016-07-01,1,23,"Venezuela, where anger over food shortages is still mounting, continued to be roiled this week by angry protests and break-ins of grocery stores and businesses that have left five dead, at least 30 injured and 200 arrested, according to various news reports.",Neutral,0.0,(no rationale returned)
2016-07-01,1,24,"A Hindu temple worker has been killed by three men on a motorcycle, local police have said. More than 40 people have been killed in attacks blamed on Islamist militants in Bangladesh since February 2013, including secular bloggers, academics, gay rights activists and members of religious minorities.",Neutral,0.0,(no rationale returned)
2016-07-01,1,25,"Ozone layer hole seems to be healing - US &amp; UK team shows it's shrunk &amp; may slowly recover. ""If you had to have an ozone hole anywhere in the world, it'd be Antarctica because its not teeming with life. It showed us if we didnt back off with these chemicals, wed have a crisis.""",Neutral,0.0,(no rationale returned)
